Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W3020490190,https://doi.org/10.37040/geografie2011116020172,Typology of the districts in Czechia based on land cover structure,Martin Balej|Jiří Anděl,2011,2011-01-01,4,Open Access
W4415138927,https://doi.org/10.3390/bdcc9100258,"Data Organisation for Efficient Pattern Retrieval: Indexing, Storage, and Access Structures",Paraskevas Koukaras|Christos Tjortjis,2025,2025-10-13,2,Open Access
W4415241820,https://doi.org/10.1186/s12936-025-05578-1,"Identification of the Anopheles marshallii group and vector species composition in the forest ecozone of Akwa Ibom State, Southern Nigeria",Adedayo O. Oduola|Petrus U. Inyama|Lazarus Musa Samdi|Ifeanyichukwu Okeke|G. I. Yina|Godwin Ntadom|Adedapo Adeogun|Tolulope Oyeniyi|Mary Esema|I Atting|Boniface Ukpong|Kelley Ambrose|Allison Hendershot|Jules Mihigo|Melissa Yoshimizu|Lizette L. Koekemoer|Zandile Langa|Erica Erlank|Maureen Coetzee|Aklilu Seyoum,2025,2025-10-16,1,Open Access
W4411619740,https://doi.org/10.63282/3050-9262.ijaidsml-v4i2p104,Best Practices for Merging DevOps and MLOps in Fintech,Jayaram Immaneni|Vishnu Vardhan Reddy,2023,2023-01-01,1,Open Access
W7127173606,https://doi.org/10.3390/info17020138,FusionGraphRAG: An Adaptive Retrieval-Augmented Generation Framework for Complex Disease Management in the Elderly,Shaofu Lin|shengze shao|Xiliang Liu|Haoru Su,2026,2026-02-01,1,Open Access
W4414375011,https://doi.org/10.55041/ijsrem52694,Medical Chat Bot Using Gen AI,Y HansRohit|P. Sasikala|Deva Harsar M M|Adeyinka K. Akanbi|T. Gayathri|K M Dhanvanth,2025,2025-09-19,0,Open Access
W7163341148,https://doi.org/10.20517/aiagent.2026.06,"From unstructured to structured: opportunities, risks and engineering practices for LLM-based data extraction in chemistry and materials",Weijian Chen|Haoxiang Xu|Daojian Cheng,2026,2026-06-03,2,Open Access
W4416304335,https://doi.org/10.1186/s13020-025-01249-0,TCM-DS: a large language model for intelligent traditional Chinese medicine edible herbal formulas recommendations,Xuanfeng Li|Haining He|Guibin Lu|Peng Yue|Junying Chen|Zifeng Yang|Chitin Hon,2025,2025-11-17,3,Open Access
W4414185713,https://doi.org/10.1007/s13222-025-00503-x,Large Language Models for Information Retrieval: Challenges and Chances,Timo Breuer|Sameh Frihat|Norbert Fuhr|Dirk Lewandowski|Philipp Schaer|Ralf Schenkel,2025,2025-07-01,5,Open Access
W3183808544,https://doi.org/10.3390/biochem1020007,The Treasury Chest of Text Mining: Piling Available Resources for Powerful Biomedical Text Mining,Nícia Rosário‐Ferreira|Catarina Marques-Pereira|Manuel Pires|Daniel Ramalhão|Nádia N. Pereira|Victor Guimarães|Vı́tor Santos Costa|Irina S. Moreira,2021,2021-07-27,11,Open Access
W4313149774,https://doi.org/10.14569/ijacsa.2022.0130931,Creating Video Visual Storyboard with Static Video Summarization using Fractional Energy of Orthogonal Transforms,Ashvini Tonge|Sudeep D. Thepade,2022,2022-01-01,2,Open Access
W4410823183,https://doi.org/10.3390/bdcc9060147,The Importance of AI Data Governance in Large Language Models,Saurabh Pahune|Zahid Akhtar|Venkatesh Mandapati|Kamran Siddique,2025,2025-05-28,30,Open Access
W7119107150,https://doi.org/10.1038/s44172-025-00583-3,"Reasoning-agent-driven process simulation, optimization, carbon accounting and decarbonization of distillation",Shudan Tan|X. Zhou|Hai Zhou|Zhimian Hao|Yihang Xie|Liwei Cao|Guofei Shen|Yunhu Gao|Qun Shen|Wei Wei,2026,2026-01-08,1,Open Access
W4312408810,https://doi.org/10.17576/jkukm-2022-34(4)-14,12-APR Segmentation and Global Hu-F Descriptor for Human Spine MRI Image Retrieval,Wan Mimi Diyana Wan Zaki|Ling Chei Siong|Aini Hussain|W. S. H. M. W. Ahmad|Hamzaini Abdul Hamid,2022,2022-07-30,2,Open Access
W4230846305,https://doi.org/10.5194/isprsarchives-xli-b6-165-2016,DEVELOPMENT OF MAPPING APPLICATIONS FOR MOBILE DEVICES,Alexey Kolesnikov|P. M. Kikin,2016,2016-06-17,1,Open Access
W4388538713,https://doi.org/10.1177/20530196231207981,Hazardous waste in the Anthropocene: The comparative methods for asbestos roofs detection to assess the environmental risk,Małgorzata Krówczyńska|Ewa Wilk,2023,2023-11-09,3,Open Access
W4405554706,https://doi.org/10.1515/cdbme-2024-2154,Reliable and Content-specific Support for Keyword Selection through AI and Statistics,Tom Strube|Tom Nowak|Mariia Pokotylo|Bernd Kuhlenkötter,2024,2024-12-01,1,Open Access
W7128440866,https://doi.org/10.1021/acs.jcim.5c02454,Large Language Model Agent for Modular Task Execution in Drug Discovery,Janghoon Ock|Radheesh Sharma Meda|Srivathsan Badrinarayanan|Neha S. Aluru|Achuth Chandrasekhar|Amir Barati Farimani,2026,2026-02-09,2,Open Access
W4408743918,https://doi.org/10.54319/jjbs/180116,"First Report of Plasmodium Infectivity and Dynamics of Anopheles Mosquito species in Gombe State, Northeastern, Nigeria",,2025,2025-03-01,1,Open Access
W4410439265,https://doi.org/10.3390/ijgi14050204,A Natural Language-Based Automatic Identification System Trajectory Query Approach Using Large Language Models,Xuan Guo|Shutong Yu|Jinxue Zhang|Hui Bi|Xiaohui Chen|Junnan Liu,2025,2025-05-16,1,Open Access
W4406075523,https://doi.org/10.70792/jngr5.0.v1i2.65,Generic Multi-Agent AI Framework for Weighted Dynamic Corridor Price Optimisation,Walter Kurz,2025,2025-01-05,1,Open Access
W4408449811,https://doi.org/10.3390/rs17061020,Reconstruction of Effective Cross-Sections from DEMs and Water Surface Elevation,Isadora Rezende|Christophe Fatras|Hind Oubanas|Igor Gejadze|Pierre‐Olivier Malaterre|Santiago Peña Luque|Alessio Domeneghetti,2025,2025-03-14,3,Open Access
W4404826821,https://doi.org/10.7717/peerj-cs.2395,Using large language models for extracting and pre-annotating texts on mental health from noisy data in a low-resource language,Sergei Koltcov|Anton Surkov|Olessia Koltsova|Vera Ignatenko,2024,2024-11-28,4,Open Access
W1602931314,https://doi.org/10.1038/sj.hdy.6800451,Genes without frontiers?,Douda Bensasson|Jeffrey L. Boore|K M Nielsen,2004,2004-04-21,2,Open Access
W4415721165,https://doi.org/10.15561/20755279.2025.0506,Clustering anxiety and depression among international student athletes during study abroad using transformer-based embeddings,Shuoyu Jing|Mohd Mahzan Awang|Wan Ahmad Munsif Wan Pa,2025,2025-10-30,1,Open Access
W7131346421,https://doi.org/10.3390/min16030229,Big Data and AI in Geoscience: From Data to Discovery—A Thematic Overview,Yongzhang Zhou|Hui Yang|Xiaohui Ji,2026,2026-02-25,2,Open Access
W2894535379,https://doi.org/10.1139/cjfr-2018-0011,Enhancing the Irish NFI using <i>k</i>-nearest neighbors and a genetic algorithm,Daniel McInerney|Frank J. Barrett|Ronald E. McRoberts|Erkki Tomppo,2018,2018-09-25,4,Open Access
W4403853031,https://doi.org/10.61173/n7fjdj85,The Investigation of the Application of RAG Technology in the Field of EHR,XU Yi-feng,2024,2024-10-29,1,Open Access
W4411538848,https://doi.org/10.32014/2025.2518-1726.354,РАЗРАБОТКА МОДУЛЬНОГО СЕРВИСА АНАЛИЗА ПЕРЕПИСОК НА ОСНОВЕ NLP ДЛЯ ЦИФРОВОЙ КРИМИНАЛИСТИКИ,Л. Рзаева|Daniil Pogolovkin|А.А. Мырзатай,2025,2025-06-20,1,Open Access
W4404975856,https://doi.org/10.15576/gll/2021.4.103,Spatial entropy changes for built-up areas in the vicinity of Kraków in the years 2014–2020,Dawid Kudas|Agnieszka Wnęk,2021,2021-12-31,2,Open Access
W2276446011,https://doi.org/10.1007/s00024-016-1250-y,Geospatial Predictive Modelling for Climate Mapping of Selected Severe Weather Phenomena Over Poland: A Methodological Approach,Ewelina Walawender|Jakub P. Walawender|Zbigniew Ustrnul,2016,2016-02-25,4,Open Access
W4410824106,https://doi.org/10.22214/ijraset.2025.71640,AI-Driven Bilingual Voice Chatbot,S Manimala,2025,2025-05-28,2,Open Access
W4416128005,https://doi.org/10.3389/frai.2025.1674927,Accelerating earth science discovery via multi-agent LLM systems,Dmitrii Pantiukhin|Boris Shapkin|Ivan Kuznetsov|A. Jost|Nikolay Koldunov,2025,2025-11-12,1,Open Access
W4407611205,https://doi.org/10.36948/ijfmr.2023.v05i02.37226,Revolutionizing Security Compliance and GRC with Generative AI and LLMs,Sibin Thomas -,2023,2023-03-03,1,Open Access
W2172210668,https://doi.org/10.5120/5035-7186,Image Retrieval Techniques for Color based Images from Large Set of DataBase,R. VenkataRamanaChary|D. Rajya Lakshmi|K. V. N. Sunitha,2012,2012-02-29,1,Open Access
W4412075785,https://doi.org/10.4018/ijcini.383948,The Layout Design of Indoor Furnishings in the Context of Ergonomics,Xiaoli Wang,2025,2025-07-07,1,Open Access
W7160702652,https://doi.org/10.1007/s10791-026-10156-3,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,Harun Elkiran|Jawad Rasheed,2026,2026-05-09,0,Open Access
W2772260245,https://doi.org/10.14257/ijsip.2017.10.10.02,An Enhanced Approach of CBIR using Gabor Wavelet and Edge Histogram Descriptor,Diksha Kurchaniya|Punit Kumar Johari,2017,2017-10-31,1,Open Access
W2236369638,https://doi.org/10.4000/belgeo.13977,Base maps in Belgium,Philippe De Maeyer,2000,2000-01-01,1,Open Access
W4394928179,https://doi.org/10.48175/ijarsct-17449,AI based Operating System,Ashutosh Kumar|Ankit Kumar Singh|Ashima Mehta,2024,2024-04-18,1,Open Access
W4414395075,https://doi.org/10.64252/7hrghm47,Real-Time Speech Interface For AI-Driven Knowledge Delivery And Control Operation,Penke Satyanarayana|Parvathaneni Harshitha|Raghavaraju Mohana Lakshmi Priyanka,2025,2025-08-04,0,Open Access
W2548591499,https://doi.org/10.21817/ijet/2016/v8i5/160805401,An Integrated approach to CBIR using multiple features and HSV Histogram,N. Neelima|Sreenivasa Reddy. E|N. Kalpitha,2016,2016-10-31,1,Open Access
W7160866223,https://doi.org/10.46647/ijetms.2026.v10i03.006,RENTSPHERE: VERNACULAR GENERATIVE AI FORAGRICULTURAL SOCIOECONOMIC EMPOWERMENT,MohdMaqdoom Ali|Dr.K.S.R.K Sarma,2026,2026-05-11,0,Open Access
W4410572889,https://doi.org/10.1017/cts.2025.10051,From theory to practice – assessing translation of physical fitness research in the emergency department through machine learning and natural language processing,Kristin Morrow|Debajyoti Datta|Lindsey Spiegelman|Roy Almog|Kai Zheng|Don Brown|Dan M. Cooper,2025,2025-01-01,2,Open Access
W4415506808,https://doi.org/10.52783/jisem.v10i60s.13262,AI-Driven Fraud Detection in Financial Systems: A Technical Deep Dive,Ramakrishna Penaganti,2025,2025-09-30,1,Open Access
W7132856397,https://doi.org/10.66104/4zsfgz56,USING GENERATIVE AI FOR CLASSIFICATION OF LEGAL DOCUMENTS,Ruan Dias Santana|Gabriel Reis Nadler Prata|Marcelo da Silva Lisboa|Silvanete Maria da Silva|Marcelo Lisboa Rocha,2026,2026-02-27,1,Open Access
W7169773287,https://doi.org/10.70917/ijcisim-2026-2708,Generative AI-Enabled Micro-Frontend Framework for Scalable and Intelligent Enterprise Retail Applications,Bhuvan Chandra Kasarapu,2026,2026-07-04,2,Open Access
W3055008083,https://doi.org/10.2174/1874070702014010084,"Recombinant Production and Molecular Docking Studies of Casoplatelin, a Bioactive Peptide",Ragothaman M. Yennamalli|Pulkit Anupam Srivastava|Sheena D. Sarswati|Vijay Kumar Garlapati,2020,2020-08-19,2,Open Access
W2888724618,https://doi.org/10.3390/su10093004,"Spatial Suitability Evaluation of an Arid City Based on the Perspective of Major Function Oriented Zoning: A Case Study of Urumqi City in Xinjiang, China",Chen DongLi|Degang Yang|Xinhuan Zhang|Yannan Zhao|Yufang Zhang,2018,2018-08-24,5,Open Access
W4416209937,https://doi.org/10.3390/electronics14224448,Context-Aware Tourism Recommendations Using Retrieval-Augmented Large Language Models and Semantic Re-Ranking,Ratomir Karlović|Mia Rovis|Alma Smajić|L.E. Sever|Ivan Lorencin,2025,2025-11-14,3,Open Access
W4393239207,https://doi.org/10.24425/jwld.2024.149123,Soil sealing changes in selected functional urban areas in Poland in 2012–2018,Dawid Kudas|Agnieszka Wnęk|Ewelina Zając,2024,2024-03-27,3,Open Access
W4410309753,https://doi.org/10.63503/j.ijaimd.2025.110,Transforming AI Decision Support System with Knowledge Graphs &amp; CAG,Saiyam Arora,2025,2025-05-08,3,Open Access
W7160847695,https://doi.org/10.32604/cmc.2026.080249,Evaluating Ontology-Based Function Definitions for MCP Invocation Accuracy in LLM Agent-Based HPC Systems,Yejin Kwon|Jeongcheol Lee|Youngbom Park,2026,2026-01-01,0,Open Access
W7128803414,https://doi.org/10.3390/app16041900,Data Security and Privacy in GPT Models: Techniques and Challenges,David Ghiurău|Daniela Elena Popescu,2026,2026-02-13,1,Open Access
W3168025550,https://doi.org/10.1007/s13753-021-00357-3,Decision Support for Integrated Management of Local-Level Adaptation to Climate Changes: The Case of Serbia,Petar Vranić|Srđan Glišović|Lazar Velimirović,2021,2021-05-28,4,Open Access
W4411181306,https://doi.org/10.55041/ijsrem49678,Fine-Tuning Small LLMs for High-Quality Semantic Search: A Cost-Efficient Alternative to Foundation Models,PURIPANDA SHARAT CHANDRA,2025,2025-06-10,0,Open Access
W1986807828,https://doi.org/10.1590/0074-0276108062013006,A directed approach for the identification of transcripts harbouring the spliced leader sequence and the effect of trans-splicing knockdown in Schistosoma mansoni,Marina de Moraes Mourão|Mainá Bitar|Francisco Pereira Lobo|Ana Paula Peconick|Priscila Grynberg|Francisco Prosdocimi|Michael Waisberg|Gustavo C. Cerqueira|Andréa Mara Macedo|Carlos Renato Machado|Timothy P. Yoshino|Glória Regina Franco,2013,2013-09-01,8,Open Access
W2327178665,https://doi.org/10.15292/geodetski-vestnik.2014.04.724-745,(Ne)usklajenost uradnih prostorskih evidenc pri ugotavljanju krčitve gozdov v Sloveniji,Mojca Nastran|Laura Žižek Kulovec,2014,2014-01-01,4,Open Access
W4403602208,https://doi.org/10.3390/s24206723,Bidirectional Planning for Autonomous Driving Framework with Large Language Model,Z. Ma|Qicong Sun|Takafumi Matsumaru,2024,2024-10-19,6,Open Access
W4417345320,https://doi.org/10.1186/s42400-025-00503-0,A zero-shot self-improving NER method for cyber threat intelligence via knowledge injection,Yingchang Jiang|Hao Hu|Yunpeng Li|Feiyang Li|Changzhi Zhao|Cheng Chen|Yuling Liu,2025,2025-12-16,6,Open Access
W4411666763,https://doi.org/10.1007/s11704-025-50480-3,Federated reasoning LLMs: a survey,Shuyue Wei|Yongxin Tong|Zimu Zhou|Yi Xu|Jingkai Gao|Wei Tu|Tianhua He|Weifeng Lv,2025,2025-06-26,15,Open Access
W7128685453,https://doi.org/10.1007/s41060-026-01041-9,Analyzing the impact of LLMs in Data Science lifecycle: a systematic mapping study,Sai Sanjna Chintakunta|Nathália Nascimento|Everton Guimarães,2026,2026-02-12,2,Open Access
W4414814630,https://doi.org/10.1016/j.commatsci.2026.114521,LLM-based AI agents for automated extraction of material properties and structural features,Soumya Ghosh|Abhishek Tewari,2026,2026-01-21,4,Open Access
W4386093837,https://doi.org/10.1007/s11616-023-00807-6,Concept and challenges of a social media observatory as a DIY research infrastructure,Gregor Wiedemann|Felix Victor Münch|Jan Philipp Rau|Philipp Kessling|Jan Schmidt,2023,2023-08-23,5,Open Access
W4400518468,https://doi.org/10.1145/3803546,EventChat: Implementation and user-centric evaluation of a large language model-driven conversational recommender system for exploring leisure events in an SME context,Hannes Kunstmann|Joseph Ollier|Joel Persson|Florian von Wangenheim,2026,2026-03-24,2,Open Access
W4415604498,https://doi.org/10.1007/s11704-025-50058-z,A comprehensive taxonomy of prompt engineering techniques for large language models,Yaoyang Liu|Zhen Zheng|Feng Zhang|Jin-Cheng Feng|Y.H. Fu|Jidong Zhai|Bingsheng He|Xiao Zhang|Xiaoyong Du,2025,2025-10-28,18,Open Access
W7115063563,https://doi.org/10.54381/icp.2025.1.09,Application of Retrieval-Augmented Generation technology to teaching the subject of computer science,A. Aliyeva,2025,2025-06-01,1,Open Access
W3167795349,https://doi.org/10.3390/ijgi10060381,Methodological Proposal for Automated Detection of the Wildland–Urban Interface: Application to the Metropolitan Regions of Madrid and Barcelona,Andrea Zambrano-Ballesteros|Sabina Florina Nanu|José Tomás Navarro-Carrión|Alfredo Ramón Morte,2021,2021-06-03,4,Open Access
W2050637163,https://doi.org/10.3126/ttp.v13i0.11538,Geographic Information Systems in Nepal and its Way Forward,Krishna Prasad Poudel,2014,2014-11-12,1,Open Access
W7142026504,https://doi.org/10.63282/3050-9246.ijetcsit-v5i4p117,Data Stewardship: How AI Agents Form the Pillars for Effective Data and AI Governance,Susmit Sen,2024,2024-01-01,1,Open Access
W4411905818,https://doi.org/10.62760/iteecs.4.2.2025.134,Privacy Centric Offline Chatbot using Large Language Models,K.U. Anjali|K. Vipunsai|K. Venkata Ruchitha|M. Bhavani|Ch. China Subba Reddy,2025,2025-07-01,1,Open Access
W4414391350,https://doi.org/10.56726/irjmets82915,AI-POWERED E-MAIL ASSISTANT USING SPRING BOOT,,2025,2025-09-22,0,Open Access
W4415584356,https://doi.org/10.1038/s41746-025-01996-2,"Benchmarking large language models for personalized, biomarker-based health intervention recommendations",Hans Jarchow|Christoph Bobrowski|Steffi Falk|Andreas Hermann|Anton Kulaga|Johann-Christian Põder|Maximilian Unfried|Nikolay Usanov|Bijan Zendeh|Brian K. Kennedy|Sebastian Lobentanzer|Georg Fuellen,2025,2025-10-27,1,Open Access
W4401777838,https://doi.org/10.1155/2024/1432594,A Review of the Mechanism of Bailing for Diabetic Nephropathy Based on ChatGPT and Network Pharmacology,Weiwei Xi|Xuming Zhao|Wang Bo-ya|Yichen Zhu|Hua Li,2024,2024-01-01,1,Open Access
W4414494241,https://doi.org/10.1140/epjc/s10052-025-14707-8,Large physics models: towards a collaborative approach with large language models and foundation models,Kristian González Barman|S. Caron|Emily Sullivan|Henk W. de Regt|Roberto Ruiz de Austri|Mieke Boon|Michael Färber|Stefan Fröse|T. Golling|Luis Antonio Lucio López|Faegheh Hasibi|L. Heinrich|Andreas Ipp|Rukshak Kapoor|Gregor Kasieczka|Daniel Kostić|Michael Krämer|J. Marco|Sydney Otten|Paweł Pawłowski|P. Vischia|Erik Weber|Christoph Weniger,2025,2025-09-25,9,Open Access
W4410094126,https://doi.org/10.22214/ijraset.2025.69750,PromptX: An AI-Powered Personal Assistant,Varun Dixit,2025,2025-05-05,0,Open Access
W7124865469,https://doi.org/10.1038/s41746-026-02357-3,Melan-Dx: a knowledge-enhanced vision-language framework improves differential diagnosis of melanocytic neoplasm pathology,Jialu Yao|Songhao Li|Peixian Liang|Xiaowei Xu|David Elder|Zhi Huang,2026,2026-01-20,1,Open Access
W4411699864,https://doi.org/10.1155/ddns/7767190,Transport Infrastructure Development and Interregional Trade Flows: Evidence From Gansu Province,Huijuan Li|Shuni Xu|Yawen Liu|Jun Yang,2025,2025-01-01,1,Open Access
W7122538947,https://doi.org/10.3390/buildings16020295,"Exploring the Spatial Distribution of Traditional Villages in Yunnan, China: A Geographic-Grid MGWR Approach",Xiaoyan Yin|Shujun Hou|Xin Han|Baoyue Kuang,2026,2026-01-10,3,Open Access
W7117750204,https://doi.org/10.3390/digital6010003,APOLLO: Autonomous Predictive On-Chain Learning Orchestrator for AI-Driven Blockchain Governance,Istiaque Ahmed|Zubaer Mahmood Zubraj|Md Sadek Ferdous|Tadashi Nakano|Thi Hong Tran,2025,2025-12-29,0,Open Access
W4412761119,https://doi.org/10.3390/make7030073,MERA: Medical Electronic Records Assistant,Ahmed Ibrahim|Abdullah Khalili|Maryam Arabi|A.H.M. Sarowar Sattar|Abdullah Hosseini|Ahmed Serag,2025,2025-07-30,3,Open Access
W4405933707,https://doi.org/10.61173/zweskj40,Automated Household Food Management and Recipe Recommendation System Based on Visual Recognition and LLM Knowledge Base,Jingwei Zhang,2024,2024-12-31,1,Open Access
W4407590721,https://doi.org/10.5121/ijcsitce.2025.12102,Using Gen AI Agents With GAE and VAE to Enhance Resilience of US Markets,Satyadhar Joshi,2025,2025-01-28,1,Open Access
W4411331730,https://doi.org/10.1002/eng2.70249,<scp>Text2SQL</scp> Business Intelligence System Based on Retrieval‐Augmented Generation ( <scp>RAG</scp> ),Jie Liu|Shiwei Chu,2025,2025-06-01,1,Open Access
W4403500100,https://doi.org/10.52589/ajafs-verntb5i,MkulimaGPT: Equitable AI Use Via a Swahili Chatbot for Maize Farming System in Tanzania,Theofrida Julius Maginga|S. J. Kutuku|Hichem Hamza|Generose Mulokozi|Jimmy Nsenga,2024,2024-10-17,2,Open Access
W4416848201,https://doi.org/10.3390/info16121045,SP-TeachLLM: An LLM-Driven Framework for Personalized and Adaptive Programming Education,Sarah Huang|Yinggang Sun|Xiangzhan Yu,2025,2025-12-01,3,Open Access
W4283739756,https://doi.org/10.1371/journal.pone.0270262,Spatial match analysis of multiple factors in the geopolitical environment of the Arctic Passage,Chunjuan Wang|Dahai Liu|Jinpeng Wang|Yimeng Zhao|Haiyan Shan,2022,2022-07-01,3,Open Access
W4310382965,https://doi.org/10.18699/vjgb-22-84,Agrobacterium-mediated transformation of &lt;i&gt;Nicotiana glauca&lt;/i&gt; and &lt;i&gt;Nicotiana sylvestris&lt;/i&gt;,Г. В. Хафизова|Tatiana V. Matveeva,2022,2022-11-30,2,Open Access
W3172180446,,Distance Based Synthetic Measure of Agricultural Parcel Locations,Monika Maleta|Elżbieta Bielecka,2018,2018-12-29,2,Open Access
W3175228058,https://doi.org/10.5194/isprs-archives-xliii-b3-2021-685-2021,DEVELOPMENT OF A GEO-ANALYTICS PLATFORM FOR POST-DISASTER GROUND ASSESSMENT,K. Atasoy|Sultan Kocaman,2021,2021-06-29,2,Open Access
W4412454118,https://doi.org/10.1093/bioinformatics/btaf198,NEAR: neural embeddings for amino acid relationships,Daniel R. Olson|Thomas Colligan|Daphne Demekas|Jack W Roddy|Ken Youens‐Clark|Travis J. Wheeler,2025,2025-07-01,2,Open Access
W4407369296,https://doi.org/10.3390/s25041084,CFR-YOLO: A Novel Cow Face Detection Network Based on YOLOv7 Improvement,Guohong Gao|Yuxin Ma|Jianping Wang|Zhiyu Li|Yan Wang|Haofan Bai,2025,2025-02-11,11,Open Access
W2346255844,https://doi.org/10.5120/ijca2015906689,Novel Method for 3D Objects Retrieval,Dayanand Jamkhandikar|Surendra Pal|V. D. Mytri,2015,2015-10-15,1,Open Access
W4402203404,https://doi.org/10.14445/22312803/ijctt-v72i7p112,Strategies for Integrating Generative AI in Industrial Settings,Pan Dhoni|Saurabh Shukla|Jagjot Bhardwaj,2024,2024-07-30,1,Open Access
W4405617463,https://doi.org/10.5121/ijci.2024.130604,"AdversLLM: A Practical Guide To Governance, Maturity and Risk Assessment For LLM-Based Applications",Othmane Belmoukadam|Jiri De Jonghe|Sofyan Ajridi|Amir Krifa|Joelle Van Damme|Maher Mkadem|Patrice Latinne,2024,2024-12-20,2,Open Access
W4411903869,https://doi.org/10.25236/fer.2025.080525,Artificial Intelligence Technology in Library Scientific Research Support Service,<p>Ming Fang</p>,2025,2025-01-01,1,Open Access
W4410844715,https://doi.org/10.1186/s42400-025-00360-x,LP-HENN: fully homomorphic encryption accelerator with high energy efficiency,Zhuoyu Tian|Lei Chen|Shengyu Fan|Xianglong Deng|Rui Hou|Dan Meng|Mingzhe Zhang,2025,2025-05-30,3,Open Access
W4406415959,https://doi.org/10.15244/pjoes/195366,"Correlation Analysis of the Spatial Characteristicsand Influencing Factors of the Block-Scale ThermalEnvironment: A Case Study in Jinan, China",Jiayun Wang|Fei Meng|Tingting Jing|Lifan Qi,2025,2025-01-15,1,Open Access
W4225285597,https://doi.org/10.2478/aoas-2022-0016,Effect of high hydrostatic pressure on the <i>in vitro</i> development and molecular quality of transgenic rabbit embryos derived from nano-transfected zygotes,Natalia Dzięgiel|Jacek Jura|M. Samiec,2022,2022-05-02,1,Open Access
W4416941421,https://doi.org/10.3390/app152312782,Construction of an Intelligent Risk Identification System for Highway Flood Damage Based on Multimodal Large Models,Jinzi Zheng|Zhiyang Liu|Chenguang Li|Hanchu Zhou|Erlong Lou|Yaqi Li|Bing Xu,2025,2025-12-03,1,Open Access
W7154586999,https://doi.org/10.59324/jaitd.2026.2(2).16,Autonomous AI Agents for Software Development: A Framework for Intelligent Code Generation and Maintenance,Vamsi Thatikonda,2026,2026-04-09,1,Open Access
W4415660675,https://doi.org/10.65231/ijmr.v1i1.27,Artificial Intelligence Driving Corporate Sustainable Development,Dengpeng Pan|Xiaoxi Zhang,2025,2025-10-27,1,Open Access
W4387849422,https://doi.org/10.2478/jee-2023-0050,Methods of computer modeling of electromagnetic field propagation in urban scenarios for Internet of Things,Anatolii Kliuchka|René Harťanský|Ján Halgoš,2023,2023-10-01,1,Open Access
W7142441168,https://doi.org/10.1007/s42979-026-04844-6,Specializing LLMs to Low-Documented Domains with RAG: An Analysis Across Models and Retrieval Depths,Jacopo Mereu|Alessandro Carcangiu|Valentino Artizzu|Federico Maria Cau|Lucio Davide Spano,2026,2026-03-28,1,Open Access
W4415778568,https://doi.org/10.3837/tiis.2025.10.009,"Synergizing Generative AI and the Internet of Things: Fundamentals, Challenges, and Opportunities",Maqbol Ahmed|Kazar Okba|Saad Harous|Mubarak Sufyan,2025,2025-10-31,2,Open Access
W4404705475,https://doi.org/10.1017/dap.2024.58,AI as a constituted system: accountability lessons from an LLM experiment,Kelsie Nabben,2024,2024-01-01,5,Open Access
W7160138038,https://doi.org/10.22214/ijraset.2026.81365,OrgGpt an Organizational LLM Model for Q&amp;A Retrieval,Barre Tejaswanth,2026,2026-04-30,0,Open Access
W7168547015,https://doi.org/10.12972/jdfr.2024.1.1.4,A Conversational AI Agent System Based on Large Language Models and Retrieval-Augmented Generation to Support Investigation,Jeehyeong Kim|Minsu Kim|Hyoseon Kye|Won-Gi Choi|Seungwoo Lee|Seungwoo Lee|Jaejin Ko|S Lee|S Lee,2024,2024-12-31,0,Open Access
W4413242624,https://doi.org/10.30935/ojcmt/16738,The impact of AI-driven tools on student writing development: A case study,Raigul Zheldibayeva|Ana Karina de Oliveira Nascimento|Vania Castro|Mary Kalantzis|Bill Cope,2025,2025-08-08,3,Open Access
W3201142749,https://doi.org/10.5753/jidm.2021.1990,J-EDA: A workbench for tuning similarity and diversity search parameters in content-based image retrieval,João V. O. Novaes|Lúcio F. D. Santos|Luiz Olmes Carvalho|Daniel de Oliveira|Marcos Bedo|Agma J. M. Traina|Caetano Traina,2021,2021-09-10,2,Open Access
W4410110192,https://doi.org/10.71113/jcsis.v2i5.263,Navigating the Divide: Balancing AI’s Optimal Solution with the Appropriate Solution in Chinese Construction Management,Qi Wu|Menghao Xue|Bowen Lu,2025,2025-04-17,1,Open Access
W4410187460,https://doi.org/10.63278/1474,"Advanced Information Retrieval Techniques in the Big Data Era: Trends, Challenges, and Applications",Ezzat Abdulaziz Mansour|Abdulaziz Bin Fahad Bin Mogren Alsaud,2025,2025-04-16,5,Open Access
W4390277931,https://doi.org/10.1016/j.cpc.2023.109069,CSPlib: A performance portable parallel software toolkit for analyzing complex kinetic mechanisms,Oscar Díaz-Ibarra|Kyungjoo Kim|Cosmin Safta|Habib N. Najm,2023,2023-12-27,3,Open Access
W4413930158,https://doi.org/10.3390/a18090545,Agentic RAG-Driven Multi-Omics Analysis for PI3K/AKT Pathway Deregulation in Precision Medicine,Micheal Olaolu Arowolo|Sulaiman Olaniyi Abdulsalam|Rafiu Mope Isiaka|Kingsley Theophilus Igulu|Bukola Fatimah Balogun|Mihail Popescu|Dong Xu,2025,2025-08-30,2,Open Access
